MUNIC_RES	DIAG_PRINC	QTD
432020	A91	1
432023	A90	1
432026	B389	1
432035	B371	6
432067	A279	2
432067	B690	1
432085	B441	1
432090	A309	1
432090	A90	1
432090	B368	2
432100	B402	1
432100	B441	2
432110	B371	63
432110	B377	1
432110	B382	1
432120	B392	1
432120	B460	7
432130	A279	1
432132	A278	1
432132	A91	1
432145	A270	2
432145	A279	7
432160	B392	1
432163	B402	1
432163	B479	1
432170	A279	1
432180	A270	1
432180	A279	1
432180	A90	5
432185	A90	1
432200	A278	1
432200	A279	4
432200	B778	1
432220	A279	1
432240	A309	1
432240	B358	1
432240	B369	1
432240	B441	2
432240	B551	1
432250	B392	1
432250	B550	1
432250	B573	1
432252	A279	3
432253	A279	13
432254	A90	1
432260	A279	47
432270	A270	32
432280	A300	2
432280	B573	1
432300	A278	2
432300	A279	7
432300	B410	1
432300	B419	2
432300	B690	1
432300	B770	1
432300	B779	1
432335	B690	1
432345	A90	1
432370	B770	1
432377	A270	1
432377	A279	5
110001	A309	3
110001	A90	104
110001	B409	2
110001	B575	1
110001	B92	6
110002	A305	1
110002	A308	1
110002	A309	7
110002	A90	115
110002	A91	6
110002	B402	1
110002	B572	1
110002	B839	4
110002	B92	15
110003	A90	24
110003	A91	1
110003	B92	1
110004	A305	1
110004	A309	1
110004	A90	196
110004	A91	15
110004	B379	1
110004	B402	3
110004	B419	1
110004	B441	1
110004	B559	1
110004	B92	3
110005	A309	1
110005	A90	112
110005	A91	1
110005	B409	1
110006	A305	1
110006	A90	261
110006	A91	2
110006	B92	1
110007	A90	33
110009	A90	18
110009	B400	2
110009	B419	1
110010	A90	61
110010	B370	3
110010	B770	1
110011	A300	1
110011	A303	1
110011	A309	2
110011	A90	121
110011	A91	6
110011	B559	1
110011	B829	1
110011	B92	3
110012	A305	2
110012	A309	3
110012	A90	550
110012	A91	14
110012	B392	1
110012	B393	1
110012	B402	1
110012	B430	1
110012	B779	4
110012	B92	4
110013	A90	47
110013	A91	2
110013	B559	1
110013	B92	2
110014	A309	1
110014	A90	153
110014	B92	1
110015	A279	1
110015	A309	4
110015	A90	274
110015	A91	11
110015	B410	1
110015	B92	4
110018	A309	5
110018	A90	143
110018	A91	11
110018	B368	1
110018	B92	2
110020	A279	2
110020	A300	1
110020	A301	1
110020	A305	37
110020	A308	15
110020	A309	82
110020	A90	279
110020	A91	40
110020	B402	2
110020	B410	7
110020	B480	1
110020	B559	6
110020	B779	7
110020	B829	5
110020	B839	5
110020	B92	60
110025	A309	1
110025	A90	162
110025	B402	1
110025	B410	1
110025	B419	1
110025	B92	2
110026	A309	1
110028	A305	1
110028	A308	1
110028	A309	2
110028	A90	555
110028	A91	3
110028	B559	1
110028	B701	1
110029	A90	48
110029	B92	1
110030	A300	4
110030	A90	120
110030	A91	13
110030	B698	1
110030	B92	4
110032	A309	1
110032	A90	222
110032	B402	1
110032	B559	2
110032	B839	1
110033	A305	1
110033	A90	16
110033	B417	1
110033	B559	1
110033	B92	1
110034	A309	2
110034	A90	160
110034	A91	1
110034	B369	1
110037	A309	1
110037	A90	91
110037	B369	1
110037	B829	2
110037	B92	2
110040	A308	2
110040	A309	2
110040	A90	45
110040	A91	2
110040	B839	1
110045	A308	1
110045	A309	1
110045	A90	6
110045	A91	1
110045	B839	1
110045	B92	2
110050	A309	1
110050	A90	87
110050	B559	1
110050	B698	1
110060	A308	1
110060	A309	1
110060	A90	6
110070	A303	1
110070	A308	1
110070	A309	1
110070	A90	87
110070	B439	1
110070	B551	1
110070	B92	5
110080	A305	4
110080	A308	1
110080	A309	15
110080	A90	8
110080	A91	1
110080	B559	1
110080	B92	6
110090	A90	7
110092	A300	1
110092	A309	2
110092	A90	5
110094	A309	1
110094	A90	25
110094	B402	1
110094	B410	2
110094	B551	1
110094	B552	1
110094	B658	1
110094	B839	2
110100	A90	29
110100	B92	1
110110	A305	1
110110	A309	1
110110	A90	14
110110	A91	1
110110	B410	1
110110	B559	1
110110	B571	1
110110	B658	1
110110	B92	2
110120	A308	1
110120	A90	38
110120	B410	1
110120	B49	3
110130	A309	2
110130	A90	114
110130	A91	1
110130	B92	2
110140	A300	9
110140	A309	4
110140	A90	246
110140	B410	1
110140	B418	1
110143	A90	98
110143	B92	1
110145	A308	1
110145	A90	4
110145	B92	1
110146	A90	3
110147	A90	5
110148	A90	4
110149	A90	124
110149	A91	3
110149	B410	1
110150	A90	89
110155	A90	12
110155	A91	1
110155	B92	1
110160	A309	2
110160	A90	53
110160	B410	1
110160	B92	3
110170	A279	1
110170	A90	5
110170	B409	2
110175	A90	13
110175	A91	1
110175	B410	1
110175	B92	3
110180	A90	56
110180	B402	1
110180	B92	1
130014	A309	1
130014	B92	1
130170	A90	1
130170	B92	1
510330	A90	1
140002	A90	5
140005	A90	62
140005	A91	1
140010	A308	1
140010	A309	11
140010	A90	464
140010	A91	18
140010	B370	4
140010	B390	1
140010	B399	3
140010	B410	1
140010	B418	1
140010	B430	1
140010	B49	1
140010	B550	5
140010	B551	3
140010	B552	6
140010	B92	1
140015	A90	12
140017	A90	15
140017	A91	1
140017	B49	1
140020	A90	162
140020	A91	2
140020	B419	1
140020	B551	1
140020	B839	1
140023	A90	78
140023	B417	2
140023	B551	3
140028	A309	1
140028	A90	4
140028	A91	2
140028	B370	1
140030	A90	74
140030	B49	1
140040	A309	2
140040	A90	2
140040	B354	1
140040	B370	1
140040	B451	1
140040	B550	1
140045	A308	1
140045	A309	1
140045	A90	49
140045	B550	1
140045	B551	3
140047	A90	42
140047	A91	1
140047	B359	1
140047	B370	1
140047	B402	1
140047	B551	1
140050	A90	162
140050	B779	1
140060	A308	1
140060	A309	4
140060	A90	44
140070	B375	1
140070	B550	4
411520	A90	1
420030	A270	1
420040	B358	1
420060	A279	3
420060	A309	12
420110	A279	9
420120	A279	2
420120	A90	1
420130	A279	1
420140	A278	1
420140	A309	3
420140	B382	1
420140	B441	1
420150	A279	1
420190	A279	1
420190	B49	1
420200	A279	1
420200	A90	3
420200	B690	1
420210	A90	1
420210	B378	1
420215	B358	1
420220	B441	4
420230	A279	9
420230	A309	1
420230	B401	1
420240	A278	4
420240	A279	4
420240	A90	2
420240	B358	1
420240	B359	1
420240	B368	1
420240	B369	1
420240	B378	1
420240	B379	2
420240	B400	1
420240	B430	1
420240	B440	1
420240	B479	1
420240	B550	1
420240	B573	1
420240	B778	1
420240	B839	1
420280	A278	1
420280	A309	10
420280	A90	1
420290	A279	3
420290	B378	1
420290	B49	1
420300	A90	1
420300	B441	1
420315	B779	1
420320	A309	1
420325	B440	1
420350	B410	1
420350	B419	1
420360	B779	1
420370	B410	1
420380	A309	1
420390	B550	1
420395	A279	1
420420	A279	1
420420	A309	1
420420	A90	2
420420	B369	1
420420	B488	1
420420	B690	1
420430	A279	1
420440	A279	1
420440	B368	1
420450	A279	3
420460	A279	2
420460	A300	3
420460	A309	2
420460	B769	1
420470	A309	12
420480	A300	1
420480	B371	2
420480	B441	1
420500	A278	1
420515	A279	2
420517	A279	1
420530	A279	1
420540	A279	12
420540	A300	1
420540	A308	2
420540	A309	27
420540	A90	2
420540	B378	1
420540	B380	1
420540	B382	1
420540	B400	21
420540	B401	6
420540	B402	1
420540	B410	1
420540	B441	1
420540	B460	1
420540	B550	1
420540	B690	2
420540	B760	1
420540	B770	2
420540	B779	1
420540	B838	1
420545	A300	1
420555	B390	1
420570	A279	2
420580	A270	1
420580	A279	1
420590	A278	1
420590	A279	1
420590	B369	1
420610	A279	1
420620	A279	1
420630	A279	2
420650	A279	27
420650	A90	1
420650	B770	1
420690	B460	1
420700	A300	11
420720	A309	1
420730	A279	3
420730	A309	12
420775	B368	1
420810	A309	1
420820	A308	1
420820	A309	27
420820	A90	4
420820	B402	1
420820	B550	1
420830	A279	2
420830	A309	13
420840	A90	2
420850	A279	1
420850	B378	1
420880	A279	1
420890	A279	28
420890	A90	2
420890	B370	1
420890	B393	1
420890	B400	1
420890	B460	2
420890	B488	1
420890	B690	1
420900	B379	1
420910	A278	3
420910	A279	22
420910	A309	3
420910	B368	1
420910	B384	1
420910	B451	1
420910	B550	1
420910	B559	1
420910	B770	1
420910	B779	1
420930	B440	14
420930	B690	2
420930	B770	1
420940	A279	2
420940	A309	1
420940	B369	1
420960	A300	1
420960	B368	1
420970	B402	1
420970	B441	1
420990	B690	1
421010	A309	2
421010	B402	1
421020	A279	1
421020	A308	1
421020	A309	1
421040	A91	1
421050	A90	1
421060	A279	2
421060	B368	1
421060	B407	1
421110	A309	12
421120	A300	2
421160	A300	3
421170	A279	1
421170	B488	1
421170	B49	1
421175	B440	1
421190	A279	13
421190	A308	1
421190	A309	1
421190	B400	3
421190	B573	1
421190	B690	1
421190	B779	1
421190	B838	1
421210	A279	5
421210	A90	1
421210	B488	1
421220	B559	2
421223	A90	1
421240	A279	1
421250	A308	1
421250	A309	1
421250	B402	1
421290	A309	1
421290	B371	1
421320	A279	1
421320	B49	1
421335	A90	1
421370	A278	2
421400	B441	1
421440	B441	1
421480	B389	1
421507	A279	3
421510	A279	1
421530	B418	1
421540	B371	1
421540	B441	1
421545	A300	1
421555	A90	1
421565	A279	1
421568	B409	2
421570	A279	5
421570	A90	1
421580	A278	1
421580	A279	2
421580	B368	1
421580	B409	1
421580	B488	1
421590	A279	1
421630	A270	2
421630	B370	1
421635	A279	2
421660	A278	1
421660	A279	15
421660	A309	63
421660	B356	1
421660	B378	1
421660	B400	2
421660	B401	2
421660	B402	2
421660	B690	1
421660	B770	1
421690	B829	1
421700	A279	2
421720	A91	1
421725	A279	2
421725	A309	207
421725	B419	1
421740	A278	1
421740	A279	7
421750	A300	1
421750	A309	1
421770	B690	1
421780	B400	1
421790	A309	2
421790	B441	1
421800	A278	1
421800	A279	1
421800	A308	1
421800	A309	1
421800	B400	1
421800	B559	1
421800	B770	1
421830	A309	1
421870	A278	2
421870	A279	7
421870	A309	1
421870	A90	1
421870	A91	1
421870	B690	1
421880	A300	1
421890	A279	1
421900	A300	1
421900	B449	1
421900	B699	1
421930	B380	1
421930	B402	1
421930	B441	19
421950	A278	1
421950	A279	1
421950	A300	1
421950	A309	1
421950	B421	1
421970	A279	1
430450	A90	1
431490	A279	1
500370	A90	1
510615	A90	2
510790	A91	1
110004	B417	1
110012	A279	1
110143	B430	1
120040	B439	1
211130	B550	1
250215	B92	2
251080	A309	1
290200	B419	1
310010	B573	1
310260	B690	1
310620	B551	1
311060	B418	1
311440	B49	1
311460	B551	1
311790	B479	1
312700	A90	1
312710	B368	1
313050	A90	1
313440	A308	1
313690	B419	1
314320	B419	1
314320	B572	1
314330	A90	1
314790	A90	1
314790	B573	1
314790	B690	1
315180	B551	1
315460	A90	1
316250	B427	1
316470	B552	3
317010	B441	1
330455	B399	1
350010	A90	22
350010	B550	7
350010	B559	2
350020	A90	9
350030	A309	1
350030	A90	27
350030	B368	2
350060	B402	1
350070	A303	1
350070	A90	3
350070	B370	1
350070	B379	1
350070	B550	3
350100	B550	1
350130	A309	1
350130	A90	3
350150	B550	1
350160	A279	1
350160	A300	2
350160	A309	1
350160	A90	7
350160	A91	1
350160	B380	1
350160	B441	1
350160	B573	1
350160	B92	3
350170	A90	2
350170	B378	1
350170	B575	1
350190	A91	1
350190	B378	1
350190	B389	1
350190	B451	2
350210	A90	64
350210	A91	2
350210	B451	1
350210	B550	3
350210	B559	1
350210	B573	1
350230	B399	1
350250	A90	1
350260	A309	1
350260	A90	17
350270	B559	1
350275	A279	1
350280	A309	2
350280	A90	50
350280	A91	10
350280	B551	1
350280	B559	5
350280	B569	1
350280	B573	1
350290	B410	1
350290	B417	1
350300	A90	1
350320	A279	1
350320	A309	2
350320	A90	14
350320	A91	4
350320	B378	1
350320	B379	1
350320	B419	2
350320	B449	1
350320	B451	1
350320	B470	2
350320	B550	1
350330	A308	1
350330	A309	2
350330	A90	8
350330	B370	1
350330	B381	1
350330	B387	1
350330	B573	1
350350	A90	1
350370	A90	8
350380	B550	1
350380	B551	1
350380	B561	1
350390	A278	1
350390	A279	4
350390	A90	3
350390	B368	1
350400	A90	7
350400	B390	1
350400	B441	1
350400	B488	1
350400	B769	1
350410	A279	2
350410	A90	1
350410	B573	1
350410	B770	1
350410	B779	1
350420	A309	1
350420	A90	20
350430	B550	1
350440	A90	1
350450	B410	1
350450	B441	1
350450	B449	1
350460	A300	1
350460	A309	1
350460	A90	1
350460	B451	1
350460	B659	1
350470	B419	1
350480	A90	2
350520	A90	1
350520	B379	1
350530	A90	4
350530	A91	1
350530	B571	1
350535	B779	1
350550	A279	1
350550	A90	47
350550	A91	2
350550	B402	1
350550	B409	1
350550	B441	2
350550	B488	1
350550	B690	1
350560	A279	1
350560	A309	1
350560	A90	1
350560	B419	1
350570	A279	12
350570	A90	38
350570	B351	1
350570	B451	1
350570	B550	1
350570	B552	1
350570	B573	1
350570	B651	1
350580	A90	4
350580	B550	2
350590	A300	2
350590	A90	7
350590	A91	1
350590	B418	2
350590	B419	1
350600	A279	1
350600	A309	30
350600	A90	16
350600	B399	1
350600	B409	1
350600	B451	1
350600	B550	39
350600	B570	1
350600	B92	284
350610	A270	1
350610	A309	1
350610	A90	2
350610	B830	1
350620	A90	2
350630	B409	1
350635	A90	56
350635	A91	4
350635	B550	3
350635	B779	1
350640	A90	8
350650	A90	34
350650	B442	1
350650	B550	2
350650	B559	1
350650	B571	1
350660	A279	1
350660	B690	1
350660	B829	1
350670	A90	1
350680	B402	1
350690	A279	1
350740	A90	19
350740	B410	1
350750	A279	1
350750	A300	1
350750	A90	10
350750	A91	2
350750	B354	1
350750	B356	1
350750	B402	1
350750	B409	2
350750	B410	1
350750	B551	1
350750	B699	1
350760	A279	2
350760	A90	1
350760	B409	1
350760	B92	1
350775	A90	1
350780	A90	2
350780	A91	1
350780	B417	1
350780	B659	1
350790	A90	13
350790	B450	1
350810	A90	9
350810	A91	3
350840	A300	1
350840	A309	1
350840	A90	1
350840	B371	2
350840	B383	1
350840	B420	1
350840	B441	1
350850	A279	1
350850	A90	7
350860	A90	6
350870	A309	2
350900	A279	1
350900	A90	1
350910	A90	1
350920	A279	2
350920	B550	1
350925	A279	1
350925	A90	13
350925	B370	1
350925	B770	1
350930	A90	2
350940	A303	1
350940	A90	13
350950	A270	1
350950	A279	12
350950	A300	2
350950	A308	3
350950	A309	2
350950	A90	91
350950	A91	9
350950	B354	1
350950	B368	1
350950	B370	2
350950	B373	1
350950	B378	3
350950	B379	3
350950	B383	1
350950	B402	1
350950	B419	1
350950	B430	1
350950	B431	1
350950	B441	4
350950	B449	1
350950	B451	1
350950	B552	1
350950	B572	1
350950	B690	5
350950	B92	2
350960	A278	1
350960	A279	2
350960	A300	1
350960	B370	2
350960	B371	9
350960	B383	1
350960	B479	1
350960	B573	2
350960	B779	1
350960	B818	1
350970	A90	2
350970	B373	1
350970	B92	1
350995	A309	1
350995	B402	1
351000	A90	5
351010	A90	1
351015	B49	1
351040	A279	1
351040	A90	6
351040	B451	1
351040	B572	1
351040	B830	1
351050	A270	1
351050	A90	41
351050	A91	3
351050	B402	2
351050	B550	1
351050	B573	1
351050	B839	1
351060	A270	1
351060	A279	5
351060	A90	14
351060	A91	2
351060	B370	1
351060	B378	1
351060	B440	1
351060	B459	1
351060	B465	1
351060	B488	1
351060	B551	1
351060	B552	1
351060	B570	1
351060	B572	1
351060	B653	1
351060	B659	2
351060	B690	3
351060	B719	1
351060	B770	1
351060	B829	2
351070	A90	22
351080	A91	1
351090	A279	1
351100	A309	2
351100	A90	20
351100	B550	3
351110	A90	43
351110	A91	1
351110	B410	2
351110	B471	1
351130	A90	1
351140	B419	1
351150	A90	1
351160	B429	1
351170	B402	1
351190	A309	1
351190	A90	3
351190	B550	2
351200	A90	1
351210	A90	19
351210	A91	1
351220	A279	1
351220	A90	2
351230	A279	1
351230	A90	1
351250	A90	1
351280	A90	7
351280	A91	1
351280	B370	1
351290	A90	2
351300	A279	3
351300	A90	2
351300	A91	2
351300	B403	1
351300	B417	1
351300	B49	1
351300	B551	2
351300	B552	1
351300	B559	1
351300	B572	1
351300	B779	1
351300	B839	1
351310	A90	6
351310	A91	3
351310	B370	1
351310	B381	3
351310	B382	71
351310	B410	1
351310	B417	1
351310	B418	1
351310	B49	1
351340	A279	1
351340	A308	1
351340	A90	7
351340	B80	1
351350	A270	1
351350	A278	3
351350	A279	3
351350	A90	178
351350	A91	3
351350	B377	1
351350	B559	1
351350	B690	1
351350	B779	1
351350	B839	1
351370	B403	1
351380	A270	2
351380	A278	1
351380	A279	26
351380	A308	1
351380	A90	24
351380	B350	1
351380	B651	1
351380	B659	1
351380	B690	1
351380	B698	1
351380	B92	1
351385	A90	1
351390	B408	1
351400	A90	1
351420	A90	2
351430	B690	1
351440	A309	1
351440	A90	36
351440	B400	2
351440	B550	9
351440	B572	1
351450	A90	8
351460	A304	1
351480	A90	1
351490	A279	1
351490	A309	1
351492	A90	1
351500	A279	4
351500	A308	2
351500	A90	5
351500	A91	1
351500	B350	1
351500	B369	1
351500	B572	2
351500	B573	1
351500	B659	1
351510	B49	1
351515	B407	1
351515	B419	1
351515	B441	1
351518	A90	6
351518	B451	1
351520	A90	1
351535	A90	1
351535	A91	2
351540	A278	1
351540	A279	1
351540	B354	1
351540	B368	3
351540	B690	1
351550	A300	1
351550	A308	3
351550	A309	2
351550	A90	37
351550	A91	2
351550	B559	2
351560	B410	1
351570	A279	6
351570	A90	5
351570	B459	1
351570	B659	1
351600	A90	22
351600	B550	1
351610	B440	1
351620	B573	1
351620	B659	1
351620	B690	2
351630	A279	1
351630	A90	2
351630	B371	1
351630	B441	2
351630	B659	1
351630	B779	3
351640	A279	5
351640	A91	1
351640	B551	1
351660	B551	1
351670	A90	9
351670	B699	1
351685	B419	1
351690	A90	7
351700	B550	1
351720	A90	6
351720	A91	1
351730	A309	2
351730	A90	1
351740	A90	11
351740	B429	1
351740	B464	1
351740	B488	1
351740	B49	1
351740	B573	7
351740	B779	2
351740	B830	1
351770	A305	1
351770	A309	1
351770	A90	13
351780	A90	12
351790	A90	2
351810	A90	1
351810	B410	1
351820	A90	46
351820	B368	1
351820	B550	3
351820	B659	1
351830	A279	1
351830	A90	3
351830	B369	1
351830	B370	1
351830	B699	2
351840	A90	1
351840	B359	1
351840	B368	1
351840	B369	1
351850	B382	1
351860	A90	21
351860	B370	1
351860	B418	1
351860	B49	1
351860	B690	2
351870	A279	3
351870	A90	322
351870	A91	66
351870	B690	1
351870	B770	1
351880	A270	3
351880	A278	5
351880	A279	34
351880	A308	1
351880	A309	1
351880	A90	56
351880	B377	1
351880	B419	4
351880	B469	1
351880	B488	1
351880	B550	2
351880	B570	1
351880	B572	1
351880	B573	1
351880	B659	1
351880	B690	3
351880	B770	2
351880	B779	4
351880	B780	2
351890	A90	9
351907	A305	2
351907	A308	1
351907	A309	1
351907	A90	27
351907	A91	2
351907	B419	1
351907	B550	1
351907	B651	2
351907	B659	2
351910	B378	1
351910	B379	1
351920	A90	1
351925	B407	1
351925	B409	1
351930	B451	1
351940	A90	3
351940	B818	1
351960	A90	3
351960	B651	1
351970	A270	1
352000	A309	1
352000	A90	2
352000	B408	1
352000	B417	1
352000	B419	1
352010	A90	11
352010	B559	1
352020	B559	1
352030	A279	1
352040	A279	1
352040	A90	14
352040	B350	1
352040	B559	1
352042	B552	2
352044	A90	2
352044	B358	1
352044	B488	1
352050	A308	1
352050	A309	1
352050	A90	2
352050	B370	1
352050	B550	1
352070	A90	19
352080	A90	1
352090	A90	1
352140	A90	1
352140	B380	1
352150	A90	1
352160	B559	3
352190	A90	1
352210	A278	1
352210	A279	5
352210	A90	4
352210	A91	3
352210	B770	1
352210	B779	1
352220	A270	1
352220	A279	4
352220	A300	1
352220	B359	1
352220	B550	1
352230	A279	1
352230	A305	1
352230	A309	1
352230	B382	4
352230	B441	1
352230	B479	1
352230	B573	1
352240	A90	1
352250	A270	2
352250	A279	4
352250	B551	3
352250	B573	1
352250	B690	3
352250	B770	1
352260	A90	16
352260	B400	1
352260	B407	2
352260	B551	1
352270	A90	8
352270	A91	1
352270	B417	1
352280	B450	1
352280	B451	1
352290	A90	1
352290	B350	1
352310	A270	1
352310	A278	3
352310	A279	10
352310	A309	1
352310	A90	8
352310	B488	1
352310	B658	1
352310	B659	1
352320	A90	1
352330	A90	1
352330	A91	1
352340	A279	1
352340	A90	1
352340	B384	1
352340	B459	2
352350	A90	2
352350	B371	1
352350	B399	1
352350	B410	1
352350	B479	1
352380	B838	1
352390	A303	1
352390	A305	3
352390	A308	1
352390	A309	1
352390	B550	1
352390	B770	1
352400	A300	1
352400	A90	1
352400	B371	1
352400	B383	1
352400	B550	1
352410	A90	3
352430	A90	69
352430	A91	3
352430	B353	1
352430	B470	1
352430	B49	2
352430	B572	1
352430	B573	1
352430	B690	1
352440	A279	1
352440	A90	4
352450	A90	70
352470	A279	1
352470	A90	15
352470	B379	1
352480	A309	4
352480	A90	26
352480	B550	1
352480	B559	1
352480	B570	2
352480	B572	1
352480	B829	1
352500	A279	2
352500	A309	1
352500	A90	5
352500	B552	1
352500	B830	1
352510	A305	1
352510	A309	1
352510	A90	4
352510	A91	3
352510	B379	1
352520	A300	2
352520	B371	1
352530	A300	1
352530	A309	3
352530	A90	4
352530	B400	1
352530	B410	1
352530	B419	1
352530	B690	1
352550	A91	1
352570	A90	58
352570	B402	1
352570	B659	1
352580	B690	1
352590	A300	27
352590	A308	3
352590	A309	1
352590	A90	5
352590	A91	1
352590	B371	194
352590	B380	2
352590	B381	1
352590	B383	11
352590	B420	3
352590	B430	1
352590	B441	35
352590	B457	1
352590	B479	2
352590	B483	1
352590	B488	1
352590	B573	2
352590	B690	3
352590	B92	5
352600	A309	1
352600	A90	7
352600	B550	3
352600	B559	2
352610	A90	2
352630	B49	1
352640	A279	1
352650	A90	1
352660	A90	1
352670	A300	1
352670	A303	1
352670	A309	4
352670	A90	12
352670	B760	1
352680	A309	1
352680	A90	2
352680	B550	2
352690	A278	1
352690	A309	4
352690	A90	15
352690	B441	4
352690	B690	1
352710	A90	3
352710	B450	1
352710	B550	11
352710	B573	1
352720	A308	2
352720	A309	9
352720	A90	1
352720	B382	5
352720	B392	1
352720	B402	4
352720	B403	1
352720	B441	1
352720	B479	1
352730	B383	2
352730	B550	1
352740	A90	18
352740	B410	1
352740	B550	2
352740	B559	1
352760	B572	1
352790	B370	1
352830	A90	1
352840	A279	1
352850	A270	1
352850	A279	1
352850	A90	4
352850	B551	1
352880	A90	1
352885	A90	1
352900	A90	21
352900	A91	1
352900	B373	1
352900	B409	1
352900	B410	1
352900	B572	1
352900	B690	1
352900	B779	1
352910	B570	1
352920	A90	2
352930	A90	40
352930	A91	2
352930	B384	1
352940	A279	17
352940	A300	1
352940	A90	10
352940	A91	1
352940	B358	1
352940	B369	1
352940	B440	1
352940	B479	1
352940	B572	1
352940	B573	1
352940	B659	1
352940	B779	1
352950	A90	3
352965	A309	1
352970	A308	1
352970	A90	15
352990	A309	1
353000	B573	1
353010	A90	57
353010	B550	3
353010	B552	2
353020	A90	1
353030	A90	181
353030	A91	3
353040	A90	4
353050	A305	1
353050	A309	1
353050	A90	3
353050	B359	2
353050	B400	1
353050	B441	2
353050	B465	1
353050	B479	1
353050	B488	2
353050	B839	1
353060	A279	19
353060	A309	1
353060	A90	1
353060	A91	3
353060	B552	1
353060	B779	2
353060	B829	1
353060	B92	15
353070	A279	2
353070	A90	31
353070	B49	1
353070	B551	1
353080	A305	1
353080	A90	8
353080	B393	1
353080	B409	1
353100	A90	1
353110	A90	8
353110	A91	2
353110	B770	1
353110	B779	4
353130	A90	16
353130	A91	1
353130	B400	1
353130	B402	1
353130	B417	1
353130	B573	2
353140	A90	1
353140	B419	1
353150	A90	29
353160	B550	1
353180	A90	2
353180	B690	1
353190	A90	5
353190	A91	1
353190	B401	1
353190	B690	1
353205	B379	1
353210	A90	1
353230	B552	1
353240	B551	1
353250	A309	1
353250	A90	50
353250	B369	1
353260	A90	5
353270	A90	1
353280	A90	2
353284	A90	1
353290	A90	5
353300	A90	105
353310	B550	1
353320	B551	1
353320	B559	1
353325	A90	3
353340	A90	6
353340	B377	1
353350	A90	28
353350	B358	1
353350	B488	1
353360	A90	1
353360	B551	2
353370	A90	1
353380	B440	1
353380	B441	1
353390	A90	12
353390	B573	1
353420	A303	1
353420	A309	1
353420	A90	1
353430	A90	27
353430	B379	1
353430	B417	1
353440	A270	4
353440	A278	1
353440	A279	5
353440	A309	3
353440	A90	13
353440	A91	1
353440	B441	1
353440	B550	1
353440	B551	1
353440	B573	3
353440	B651	1
353440	B690	1
353460	A90	66
353460	A91	1
353460	B550	5
353460	B551	1
353460	B552	7
353470	A90	3
353470	A91	1
353470	B572	1
353475	A90	2
353480	A90	9
353490	A309	2
353490	A90	1
353490	B550	4
353490	B559	4
353510	A90	1
353520	A90	26
353530	A90	6
353540	A90	4
353540	B550	3
353540	B659	1
353550	A90	4
353550	B370	3
353560	B399	1
353570	A90	1
353600	A90	45
353610	B410	1
353610	B419	1
353620	A90	4
353625	A90	1
353630	B418	1
353630	B573	1
353640	A90	1
353640	B550	1
353650	A279	3
353650	A90	3
353650	A91	1
353650	B350	1
353650	B368	1
353650	B370	1
353650	B690	1
353660	A90	10
353670	A90	1
353690	B550	1
353720	A90	1
353720	A91	1
353730	A90	31
353730	B459	1
353730	B550	1
353730	B559	1
353740	A90	16
353740	B550	3
353740	B551	1
353750	A90	1
353760	A279	4
353760	A90	37
353760	A91	13
353760	B353	1
353760	B368	1
353760	B818	7
353760	B820	1
353780	B92	1
353790	B551	1
353790	B690	3
353800	A90	2
353830	A90	2
353860	B450	1
353870	A279	3
353870	A308	1
353870	A90	25
353870	A91	1
353870	B400	1
353870	B573	1
353870	B690	3
353880	A279	1
353880	A90	4
353880	B449	1
353910	A303	1
353910	B419	1
353910	B551	1
353910	B559	1
353920	A309	1
353920	A90	1
353920	A91	1
353930	A90	8
353940	A90	1
353940	B550	3
353940	B559	2
353950	A279	1
353950	A309	1
353950	A90	5
353950	A91	1
353950	B417	1
353950	B573	1
353950	B770	1
353960	A90	2
353980	A279	6
353980	A90	2
353980	B429	1
353990	A90	1
354000	A91	2
354000	B358	3
354020	A305	1
354020	A90	8
354020	B572	1
354030	A90	4
354040	A90	2
354050	B690	1
354060	A90	1
354070	A90	7
354070	B409	1
354070	B690	1
354080	A90	2
354080	B572	1
354090	B550	1
354090	B572	1
354100	A279	3
354100	A309	1
354100	A90	125
354100	A91	43
354100	B353	1
354100	B49	1
354100	B573	1
354100	B659	1
354100	B770	3
354100	B778	1
354100	B838	1
354100	B839	2
354120	A309	1
354120	A90	1
354120	B559	1
354130	A90	12
354140	A309	1
354140	A90	35
354140	A91	2
354140	B378	1
354140	B441	1
354140	B559	1
354150	A309	1
354150	A90	17
354160	A90	9
354160	B370	1
354160	B49	1
354160	B550	1
354160	B559	1
354160	B838	1
354160	B839	2
354170	B419	1
354200	A90	1
354210	A279	1
354210	B49	1
354220	A90	1
354240	A90	15
354240	A91	1
354260	A278	1
354260	A90	11
354260	A91	2
354280	B409	1
354290	A270	1
354290	A279	1
354290	A309	1
354300	B370	1
354330	A278	1
354330	A279	2
354330	A309	3
354330	A90	1
354330	B370	1
354340	A300	3
354340	A301	1
354340	A302	1
354340	A303	2
354340	A304	1
354340	A305	5
354340	A309	2
354340	A90	165
354340	A91	58
354340	B356	1
354340	B370	1
354340	B378	2
354340	B379	1
354340	B382	1
354340	B392	1
354340	B393	1
354340	B399	1
354340	B410	5
354340	B417	13
354340	B418	1
354340	B419	4
354340	B428	1
354340	B451	5
354340	B49	1
354340	B550	2
354340	B551	8
354340	B552	1
354340	B572	16
354340	B573	2
354340	B92	1
354350	B402	1
354370	A90	3
354380	A90	7
354380	B559	1
354390	A279	1
354390	A309	1
