MUNIC_RES	DIAG_PRINC	QTD
510320	A309	1
510320	A90	46
510320	A91	8
510320	B550	2
510325	A90	6
510330	A90	55
510330	A91	1
510330	B402	1
510335	A308	1
510335	A309	4
510335	A90	1
510335	A91	1
510336	A90	4
510337	A90	8
510340	A300	4
510340	A301	1
510340	A303	1
510340	A305	3
510340	A308	1
510340	A309	3
510340	A90	551
510340	A91	173
510340	B358	1
510340	B380	1
510340	B382	1
510340	B387	1
510340	B390	1
510340	B402	2
510340	B410	1
510340	B418	2
510340	B419	1
510340	B441	2
510340	B448	1
510340	B460	1
510340	B479	1
510340	B49	1
510340	B550	1
510340	B551	2
510340	B552	1
510340	B573	1
510340	B92	5
510343	A308	2
510343	A90	4
510343	A91	2
510343	B49	1
510345	A90	8
510345	A91	2
510350	A90	24
510350	A91	4
510360	A90	13
510360	A91	1
510370	A90	11
510370	A91	1
510370	B49	1
510380	A90	2
510380	A91	1
510385	A90	29
510390	A90	37
510390	A91	1
510395	A90	3
510410	A308	1
510410	A90	10
510410	B419	1
510450	A308	2
510452	A90	4
510454	A300	1
510454	A309	1
510454	B409	1
510455	A90	22
510455	A91	1
510460	A90	76
510480	A90	57
510480	A91	10
510490	A90	1
510490	A91	1
510500	A90	112
510500	A91	1
510510	A300	1
510510	A90	53
510510	B375	1
510510	B401	1
510510	B402	2
510510	B418	1
510510	B460	1
510515	A309	1
510515	A90	97
510515	B400	1
510517	A90	42
510520	A90	56
510520	A91	3
510523	A90	2
510525	A90	71
510525	A91	1
510525	B49	1
510530	A90	1
510550	A90	63
510550	A91	10
510558	A90	103
510558	A91	1
510560	A90	2
510562	A305	3
510562	A308	1
510562	A309	1
510562	A90	46
510590	A90	43
510590	A91	1
510590	B781	1
510600	A90	21
510600	A91	4
510610	A300	1
510610	A90	81
510610	A91	3
510610	B550	1
510615	A90	1
510617	A90	1
510620	A90	90
510621	A90	2
510622	A90	20
510622	A91	2
510622	B811	1
510622	B839	1
510623	A90	10
510624	A309	1
510624	A90	7
510625	A90	14
510625	B690	1
510627	A90	2
510628	A309	1
510629	A308	1
510629	A90	25
510629	B402	1
510630	A303	3
510630	A90	15
510630	A91	6
510631	A90	3
510637	A90	26
510637	A91	3
510637	B550	1
510637	B559	1
510642	A309	3
510642	A90	6
510650	A90	20
510650	A91	2
510650	B550	1
510650	B551	1
510650	B690	1
510670	A90	1
510675	A308	1
510675	A90	252
510675	A91	15
510682	A308	1
510682	A90	9
510682	A91	1
510685	A90	7
510685	A91	2
510700	A301	1
510700	A90	53
510700	A91	1
510700	B368	1
510700	B380	1
510700	B49	1
510700	B550	5
510700	B92	1
510704	A90	57
510704	A91	13
510704	B550	1
510704	B551	1
510706	A90	25
510710	A90	77
510710	A91	5
510710	B401	2
510715	A90	6
510718	A90	2
510718	A91	1
510719	A90	23
510724	A90	6
510724	A91	1
510726	A90	5
510729	A90	1
510730	A90	25
510730	A91	1
510730	B92	1
510735	A90	12
510740	A90	1
510760	A300	1
510760	A302	1
510760	A90	242
510760	A91	98
510760	B358	1
510760	B368	1
510760	B550	34
510760	B552	1
510760	B559	2
510770	A90	25
510770	A91	1
510775	A90	1
510776	A90	1
510777	A90	1
510777	B353	1
510777	B359	1
510779	A90	1
510780	A300	2
510780	A90	19
510780	A91	1
510785	A90	26
510787	A90	1
510790	A309	1
510790	A90	59
510790	A91	9
510790	B402	1
510790	B92	1
510792	A309	2
510792	A90	138
510792	A91	15
510792	B49	2
510792	B551	1
510792	B559	1
510794	A90	30
510794	A91	1
510795	A308	1
510795	A309	1
510795	A90	73
510795	B378	1
510795	B432	1
510795	B92	1
510800	A90	59
510800	A91	2
510805	A90	4
510820	A90	10
510820	A91	2
510835	A308	1
510835	A90	10
510840	A300	1
510840	A90	580
510840	A91	116
510840	B441	1
510840	B559	1
510840	B92	4
510850	A90	10
510860	A90	1
510880	A90	1
510885	A90	1
510890	A309	1
510890	A90	2
520310	A90	1
521020	A90	1
171575	A300	1
171575	B92	6
430265	A90	1
500020	A309	1
500020	A90	8
500060	A90	39
500060	B417	2
500060	B419	1
500060	B552	1
500060	B830	1
500070	A300	1
500070	A309	1
500070	A90	16
500070	B550	6
500070	B559	2
500080	A90	23
500085	A90	4
500090	A90	6
500090	B378	1
500090	B550	1
500100	A90	15
500100	A91	2
500100	B451	1
500100	B573	1
500110	A90	9
500110	A91	2
500110	B550	6
500110	B559	1
500124	A90	11
500150	A90	7
500150	A91	1
500150	B379	1
500190	A90	27
500200	A90	2
500200	B380	1
500210	A90	21
500210	A91	4
500210	B369	1
500210	B410	1
500210	B550	3
500210	B559	2
500215	A300	1
500215	A90	113
500215	A91	1
500215	B451	1
500215	B550	2
500220	A303	1
500220	A90	28
500220	B550	10
500220	B551	1
500230	A90	104
500230	A91	1
500230	B550	1
500240	A90	75
500240	A91	3
500260	A90	32
500260	B550	1
500270	A270	1
500270	A300	34
500270	A301	1
500270	A303	10
500270	A304	1
500270	A305	2
500270	A309	9
500270	A820	3
500270	A90	682
500270	A91	238
500270	B358	1
500270	B371	1
500270	B400	1
500270	B417	1
500270	B418	1
500270	B451	3
500270	B550	114
500270	B551	35
500270	B552	9
500270	B559	8
500270	B573	3
500270	B575	1
500270	B690	1
500270	B820	3
500270	B92	17
500280	A309	1
500280	A90	1
500280	B417	1
500290	A90	35
500295	A90	17
500295	B552	1
500295	B573	1
500310	A90	2
500310	A91	2
500315	A90	3
500320	A300	1
500320	A308	1
500320	A90	95
500320	A91	4
500320	B460	1
500320	B550	4
500320	B559	1
500325	A90	20
500325	A91	2
500330	A90	39
500330	A91	4
500330	B550	14
500345	A90	96
500345	A91	1
500348	A300	1
500348	A90	5
500348	B378	1
500348	B550	2
500348	B559	1
500370	A90	294
500370	A91	37
500370	B370	4
500370	B379	1
500370	B417	1
500370	B419	2
500370	B430	1
500370	B459	1
500370	B551	2
500370	B659	1
500370	B770	1
500375	A308	1
500375	A90	29
500375	A91	6
500375	B458	1
500380	A90	255
500380	A91	1
500400	A90	50
500410	A90	74
500410	B417	1
500410	B487	1
500430	A300	2
500440	A90	24
500450	A90	48
500450	A91	1
500460	A90	27
500470	A90	86
500470	B378	1
500470	B430	1
500470	B438	1
500480	A90	1
500500	A304	1
500500	A305	2
500500	A90	150
500500	A91	11
500500	B550	2
500510	A300	1
500510	A90	10
500515	A308	1
500515	A309	1
500515	A90	2
500515	A91	1
500515	B419	1
500520	A90	21
500525	A90	9
500525	A91	1
500525	B457	1
500540	A90	95
500540	A91	9
500540	B550	3
500560	A300	1
500560	A309	1
500560	A90	23
500560	B550	1
500568	A90	56
500568	B551	1
500568	B552	1
500568	B559	1
500570	A300	1
500570	A90	45
500570	A91	2
500570	B409	1
500570	B459	1
500570	B49	1
500580	A90	1
500580	A91	1
500580	B550	1
500600	A305	1
500600	A90	11
500600	A91	3
500600	B550	1
500620	A90	123
500620	A91	2
500625	A90	4
500625	A91	1
500630	A300	1
500630	A309	1
500630	A90	111
500630	B570	1
500630	B573	1
500630	B92	1
500635	A309	1
500635	A90	1
500640	A300	2
500640	A90	7
500660	A308	1
500660	A90	62
500660	A91	2
500660	B410	1
500660	B419	1
500660	B550	3
500660	B659	1
500690	A305	1
500690	A90	4
500690	B550	1
500710	A300	1
500710	A90	37
500710	B550	1
500720	A90	126
500720	A91	1
500720	B368	1
500730	A90	24
500730	B370	1
500730	B550	4
500730	B551	1
500740	A309	1
500740	A90	243
500740	A91	5
500740	B550	12
500750	A90	3
500755	A90	9
500769	A820	1
500769	A90	57
500769	A91	2
500769	B550	1
500769	B552	1
500770	A303	3
500770	A90	4
500770	B559	1
500790	A90	17
500790	B381	1
500790	B417	1
500790	B92	1
500793	A90	25
500793	A91	2
500793	B550	2
500795	A90	5
500797	A90	1
500800	A90	2
500800	A91	1
500800	B550	4
500830	A300	3
500830	A90	126
500830	A91	2
500830	B550	25
500830	B92	1
500840	A90	62
510180	B92	1
510340	A300	2
510340	B92	3
510710	B550	1
510885	B92	2
230120	A90	1
310010	A90	1
310010	B370	1
310020	A279	1
310020	A90	20
310020	A91	1
310030	A90	19
310040	B371	1
310050	A90	2
310060	A90	5
310090	A90	22
310100	A90	17
310110	A90	8
310150	A279	3
310150	A90	6
310160	A90	4
310160	B699	1
310170	A308	1
310170	A309	1
310170	A90	12
310170	A91	1
310170	B402	1
310170	B550	1
310170	B559	2
310190	A309	1
310190	A90	2
310190	A91	2
310210	B49	1
310230	A90	1
310230	B358	1
310230	B779	1
310250	B441	1
310270	A90	8
310270	B370	1
310270	B551	2
310280	A309	1
310320	A90	5
310340	A309	1
310340	A90	37
310340	A91	1
310340	B49	1
310340	B550	3
310340	B551	1
310340	B559	1
310340	B573	1
310350	A90	78
310350	A91	2
310350	B393	1
310375	A90	1
310400	A90	7
310400	B370	1
310400	B450	1
310400	B550	1
310400	B570	1
310400	B690	1
310400	B779	1
310420	A90	246
310420	A91	6
310430	A279	1
310440	B551	1
310450	A90	15
310470	A90	1
310500	A309	1
310510	A90	41
310510	B550	1
310540	A90	4
310540	B370	1
310540	B559	1
310550	A90	4
310550	A91	1
310560	A90	2
310560	B573	1
310590	A90	1
310620	A278	3
310620	A279	11
310620	A300	4
310620	A301	2
310620	A303	1
310620	A305	1
310620	A308	2
310620	A309	3
310620	A820	2
310620	A90	846
310620	A91	101
310620	B353	1
310620	B359	1
310620	B368	1
310620	B370	1
310620	B371	7
310620	B378	3
310620	B380	2
310620	B382	6
310620	B409	1
310620	B410	3
310620	B417	2
310620	B419	1
310620	B440	1
310620	B441	5
310620	B451	2
310620	B460	4
310620	B463	1
310620	B479	1
310620	B488	1
310620	B550	78
310620	B551	8
310620	B559	14
310620	B571	1
310620	B572	2
310620	B573	4
310620	B651	8
310620	B658	1
310620	B659	8
310620	B690	5
310620	B699	3
310620	B768	1
310620	B770	1
310620	B829	2
310620	B838	1
310620	B839	1
310620	B92	5
310630	A90	7
310630	A91	1
310665	A90	1
310670	A279	4
310670	A303	1
310670	A308	1
310670	A309	1
310670	A90	146
310670	A91	17
310670	B550	6
310670	B551	2
310670	B552	1
310670	B559	1
310670	B573	1
310670	B651	1
310670	B659	1
310670	B690	1
310690	A90	3
310690	A91	1
310710	A90	1
310710	B408	1
310730	A279	1
310730	A90	27
310730	A91	5
310730	B550	7
310740	A90	157
310740	A91	18
310740	B570	1
310760	A90	1
310770	A90	1
310780	A309	1
310810	A309	1
310860	A279	1
310860	A90	5
310860	B550	1
310860	B551	1
310860	B573	1
310860	B690	1
310870	A90	1
310890	A279	1
310900	A90	1
310900	A91	1
310900	B559	1
310910	B401	1
310910	B409	1
310920	A90	1
310920	A91	1
310925	A90	1
310925	A91	1
310930	A90	3
310940	A309	1
310940	A90	1
310940	B550	1
310990	A90	36
310990	B550	1
310990	B573	1
311000	A90	43
311000	A91	4
311060	B551	3
311060	B690	1
311060	B699	1
311070	A90	1
311070	B369	1
311070	B559	1
311080	A90	1
311090	A90	4
311110	A90	33
311115	A90	1
311115	B659	1
311120	A90	9
311130	A90	1
311130	B460	1
311150	A90	2
311150	B690	1
311160	A90	4
311160	A91	1
311170	A309	1
311180	A90	3
311200	B380	1
311210	A90	1
311210	B399	2
311230	B559	1
311240	A90	1
311260	A90	1
311270	A90	1
311280	A90	2
311300	A90	2
311330	A90	108
311330	A91	1
311330	B410	1
311330	B488	1
311330	B49	1
311340	A279	1
311340	A309	3
311340	A90	13
311340	B699	2
311350	A90	2
311370	A90	148
311400	A90	20
311400	A91	2
311400	B441	1
311430	A90	15
311430	B550	1
311440	A90	8
311440	A91	5
311455	A90	3
311500	A90	1
311510	A90	8
311530	A279	1
311530	A90	65
311530	A91	1
311530	B451	1
311540	A90	1
311545	A90	1
311545	B573	1
311560	A90	2
311570	A90	15
311610	A90	5
311630	A90	1
311650	B551	1
311660	A90	6
311680	B403	1
311700	A90	3
311700	A91	1
311720	A279	1
311730	A90	11
311730	B488	1
311730	B550	1
311750	A90	27
311750	B378	1
311760	A90	4
311780	A305	1
311800	B551	1
311820	A90	23
311830	B440	1
311830	B659	1
311830	B92	2
311840	A90	59
311840	A91	1
311840	B550	10
311840	B559	2
311860	A279	2
311860	A90	81
311860	A91	16
311860	B382	1
311860	B441	1
311860	B457	4
311860	B460	1
311860	B550	13
311860	B551	1
311860	B559	4
311860	B573	1
311860	B650	1
311860	B651	1
311860	B658	1
311860	B659	1
311860	B820	1
311860	B834	1
311880	A90	5
311880	B573	1
311890	A90	2
311910	A90	1
311910	B550	2
311910	B559	1
311910	B690	1
311920	A90	1
311930	A90	5
311930	B575	1
311940	A300	1
311940	A90	72
311940	A91	9
311940	B551	4
311940	B552	1
311940	B559	1
311940	B690	1
311940	B779	1
311995	A279	1
312015	A90	1
312030	B550	1
312030	B551	1
312083	B379	1
312087	A309	1
312090	A279	1
312090	A90	28
312090	A91	2
312090	B550	2
312090	B559	4
312090	B571	1
312100	A90	1
312110	B402	1
312125	A90	2
312160	A90	1
312160	B550	1
312160	B690	1
312190	A90	1
312200	A279	1
312200	A90	6
312200	A91	1
312200	B49	1
312230	A90	12
312230	A91	1
312230	B550	5
312230	B651	1
312235	A90	1
312250	A90	2
312270	A279	3
312290	A90	3
312320	A90	100
312320	A91	5
312340	A90	1
312352	B370	1
312352	B659	1
312360	A300	1
312360	A309	3
312360	A91	1
312380	A90	1
312385	A90	5
312390	A279	3
312390	A90	1
312410	A279	1
312410	A90	11
312410	A91	1
312410	B359	1
312410	B417	1
312410	B550	2
312410	B551	1
312410	B559	3
312410	B658	1
312420	A279	1
312420	A90	4
312420	B409	1
312420	B559	1
312430	A90	2
312430	B550	1
312470	A90	4
312500	A279	1
312530	A90	1
312595	A308	1
312595	A90	17
312600	A90	1
312610	A90	26
312610	A91	2
312610	B370	1
312610	B551	1
312630	A90	1
312650	A90	1
312670	A90	11
312670	B550	1
312670	B570	1
312675	A90	4
312680	A90	1
312690	A309	1
312690	A90	1
312700	A90	2
312710	A309	1
312710	A90	14
312710	A91	1
312710	B417	1
312710	B551	1
312730	A90	15
312733	A91	1
312733	B550	1
312737	A90	2
312738	B370	1
312750	B409	1
312750	B431	1
312760	A90	1
312770	A300	1
312770	A304	1
312770	A308	2
312770	A90	46
312770	A91	21
312770	B550	16
312770	B559	7
312770	B658	1
312770	B659	3
312780	A90	4
312780	B550	1
312780	B559	1
312790	A90	1
312800	B371	1
312800	B400	2
312825	A90	1
312830	A90	1
312830	A91	1
312860	A90	10
312870	A309	1
312870	A90	24
312870	A91	1
312870	B370	2
312870	B551	1
312870	B559	1
312870	B690	1
312880	A309	1
312880	A90	2
312890	A90	2
312900	A90	1
312910	A90	20
312920	A279	1
312930	A90	44
312930	A91	15
312940	A279	1
312950	A90	1
312950	A91	1
312950	B378	1
312950	B690	1
312980	A279	1
312980	A90	51
312980	A91	1
312980	B370	1
312980	B378	1
312980	B410	1
312980	B488	1
312980	B550	5
312980	B651	1
313000	A90	2
313010	A90	12
313010	A91	4
313020	A90	1
313030	A90	14
313050	A90	3
313050	B699	1
313055	B440	1
313065	B658	1
313065	B659	3
313090	A90	2
313100	B368	1
313110	A90	1
313110	B550	3
313115	A90	11
313115	B550	1
313120	A90	2
313120	A91	1
313120	B460	1
313120	B550	14
313120	B559	1
313130	A278	1
313130	A90	238
313130	A91	30
313130	B402	1
313130	B551	4
313130	B552	2
313130	B559	2
313130	B659	3
313130	B690	1
313170	A90	11
313170	A91	3
313170	B440	1
313170	B551	4
313170	B559	1
313170	B839	1
313180	A308	1
313190	A90	23
313190	A91	1
313190	B551	1
313200	B550	1
313210	B550	1
313210	B551	1
313210	B559	2
313210	B659	1
313220	A90	1
313220	A91	1
313240	A279	1
313240	A309	1
313240	B402	1
313240	B451	1
313260	A90	4
313260	B402	1
313270	A270	1
313270	A90	58
313270	A91	1
313270	B659	1
313290	B49	1
313320	A90	6
313330	A90	11
313330	A91	1
313330	B550	2
313330	B559	1
313340	B551	1
313350	A279	1
313350	A90	4
313370	A90	1
313375	A90	12
313380	A279	1
313380	A90	21
313380	A91	1
313380	B400	2
313380	B550	1
313400	A90	5
313410	A90	6
313410	A91	2
313420	A90	17
313440	A90	23
313450	A308	2
313460	B550	1
313460	B551	4
313460	B659	1
313470	A90	1
313505	B550	3
313510	A90	9
313510	A91	1
313510	B49	1
313510	B550	4
313510	B551	2
313510	B573	1
313520	A90	12
313520	A91	2
313520	B378	1
313520	B551	2
313520	B559	1
313520	B659	1
313530	A90	1
313535	B551	1
313535	B659	1
313540	A279	1
313545	A90	1
313550	A90	5
313550	B441	1
313560	A90	1
313560	B550	2
313580	A309	1
313580	B550	3
313580	B559	2
313600	B370	1
313600	B402	1
313610	A90	3
313620	A90	7
313620	A91	1
313630	A90	19
313630	A91	5
313630	B370	1
313630	B550	3
313630	B559	2
313630	B572	1
313640	B49	1
313650	A90	12
313657	A90	3
313660	A90	1
313665	A90	1
313665	B550	1
313670	A90	178
313670	A91	18
313670	B369	1
313670	B370	1
313670	B381	1
313670	B410	2
313670	B418	2
313670	B488	1
313670	B551	1
313680	B551	1
313690	A90	1
313700	A90	1
313700	B770	1
313700	B778	1
313700	B779	1
313710	A91	1
313720	A90	81
313720	A91	10
313720	B659	2
313750	A90	5
313753	A90	2
313760	A90	11
313760	B550	1
313760	B659	1
313760	B92	1
313770	A90	4
313770	B402	1
313820	A301	1
313820	A309	2
313820	A90	20
313820	A91	2
313820	B378	1
313820	B699	1
313840	A279	1
313840	A90	25
313840	A91	1
313860	A90	1
313862	A90	1
313867	A90	1
313870	A90	1
313880	A90	74
313890	A91	1
313900	A279	1
313920	A90	21
313920	B49	1
313920	B659	2
313930	A278	1
313930	A279	1
313930	A90	4
313930	B378	1
313930	B550	2
313930	B551	1
313940	A90	21
313940	A91	9
313940	B409	1
313940	B441	1
313940	B49	2
313940	B659	1
313940	B769	1
313950	A90	3
313950	A91	2
313950	B402	1
313950	B769	1
313960	A90	17
313960	A91	1
313980	A90	19
314000	B559	1
314000	B699	1
314010	A91	2
314015	A90	1
314015	B550	1
314030	A90	1
314050	A90	103
314050	A91	1
314050	B550	1
314050	B571	1
314053	A309	1
314053	A90	1
314070	A90	8
314080	A90	4
314080	A91	1
314085	B550	8
314090	A309	1
314090	A90	28
314090	B351	2
314090	B354	1
314090	B374	1
314090	B488	1
314100	A90	1
314100	B559	1
314110	A90	27
314110	A91	2
314110	B550	1
314130	A90	1
314130	B410	1
314130	B488	1
314140	A90	13
314140	A91	1
314140	B573	1
314150	A90	2
314150	A91	3
314160	B410	1
314160	B419	1
314170	A90	1
314170	B690	1
314180	A90	67
314180	B550	1
314180	B551	1
314200	A309	1
314200	A90	8
314200	B551	1
314210	A308	1
314210	A90	1
314220	A90	42
314230	B550	1
314240	A90	73
314240	A91	3
314270	A90	1
314270	B550	1
314270	B92	1
314280	B358	1
314290	A90	14
314290	A91	2
314290	B550	3
314290	B551	2
314300	A309	1
314300	B699	1
314310	A90	31
314320	A300	1
314330	A279	1
314330	A303	3
314330	A308	1
314330	A309	1
314330	A829	1
314330	A90	78
314330	A91	20
314330	B392	1
314330	B400	1
314330	B402	3
314330	B421	1
314330	B432	1
314330	B440	1
314330	B550	30
314330	B551	5
314330	B552	1
314330	B559	1
314330	B570	3
314330	B572	2
314330	B573	3
314330	B651	1
314330	B659	2
314330	B690	1
314340	B389	1
314380	B690	1
314390	A308	1
314390	A90	192
314390	A91	1
314390	B409	1
314400	A90	21
314400	A91	2
314420	A308	1
314430	A90	24
314430	A91	1
314430	B550	1
314430	B551	1
314435	A90	2
314435	B550	1
314435	B551	1
314450	A90	1
314460	A90	4
314465	B659	2
314470	A90	1
314470	B409	1
314480	A300	1
314480	A90	5
314480	B387	1
314480	B550	2
314500	B417	1
314505	B550	1
314510	B378	1
314520	A90	20
314520	A91	1
314530	A90	2
314530	B551	1
314530	B572	3
314537	A90	1
314545	B550	1
314560	A90	14
314560	A91	1
314580	B371	1
314590	A279	1
314590	A90	3
314600	A719	1
314600	B690	2
314610	A90	2
314610	B407	1
314630	A820	1
314630	A90	29
314640	A90	1
314650	A90	8
314650	B370	1
314655	A90	5
314675	A90	7
314675	B402	1
314690	A90	1
314700	A90	27
314700	A91	3
314700	B550	28
314700	B551	1
314700	B559	1
314700	B779	1
314710	A90	4
314710	B550	1
314720	B369	1
314720	B458	1
314740	A90	47
314740	A91	2
314750	B551	1
314760	A279	1
314790	A279	3
314790	A300	1
314790	A90	74
314790	A91	5
314790	B409	1
314790	B572	1
314795	A90	1
314800	A279	1
314800	A90	123
314800	A91	1
314800	B382	1
314800	B402	1
314800	B49	1
314800	B550	1
314800	B690	1
314810	A90	9
314810	A91	1
314810	B419	1
314810	B575	12
314820	A90	3
314820	B49	1
314830	B419	1
314870	B551	1
314875	B690	1
314915	A90	2
314920	A90	11
314930	A309	1
314930	A90	1
314930	B550	1
314995	A90	1
315000	A90	1
315040	A90	1
315050	A270	1
315050	A90	5
315110	A90	96
315110	A91	15
315120	A309	1
315120	A90	14
315120	A91	1
315120	B49	1
315120	B550	3
315120	B551	2
315130	A90	2
315140	A90	26
315140	A91	1
315150	A309	1
315150	A90	16
315150	B92	1
315160	A90	1
315180	A300	1
315180	A90	2
315180	B409	1
315200	A820	1
315200	A90	23
315200	A91	1
315200	B829	1
315210	A308	1
315210	A90	17
315210	B359	1
315210	B369	2
315210	B409	1
315210	B441	5
315210	B573	1
315217	A90	7
315217	B559	1
315220	A90	32
315220	A91	1
315220	B449	1
315220	B550	3
315220	B551	1
315230	A90	1
315240	A90	37
315250	B408	1
315250	B441	1
315250	B690	3
315280	A90	9
315280	A91	1
315280	B551	1
315290	A90	1
315340	A90	8
315340	B550	1
315360	A90	1
315360	A91	1
315370	A278	1
315390	A90	3
315390	A91	1
315390	B551	1
315390	B658	1
315390	B778	1
315400	A90	5
315410	A90	16
315410	A91	3
315415	B769	1
315430	A90	87
315430	A91	4
315430	B550	1
315450	A90	1
315450	B400	1
315460	A820	1
315460	A90	64
315460	A91	8
315460	B550	7
315460	B552	1
315460	B559	1
315460	B690	1
315490	A90	10
315490	A91	1
315510	A90	1
315510	B49	1
315540	A90	1
315550	A90	1
315570	B370	1
315570	B382	1
315580	B573	1
315580	B92	1
315590	A90	1
315590	B418	1
315590	B419	1
315600	B551	1
315610	B699	1
315620	A309	1
315630	A90	2
315645	A90	1
315650	A90	1
315660	A90	8
315670	A90	47
315670	A91	6
315670	B402	1
315670	B550	2
315670	B820	1
315670	B839	1
315670	B92	1
315680	A90	1
315690	A279	1
315690	A90	3
315700	A90	7
315700	B452	1
315700	B550	1
315700	B551	1
315710	A90	21
315720	B371	1
315740	B441	1
315750	A90	1
315770	A90	5
315780	A279	1
315780	A90	36
315780	A91	1
315780	B550	8
315780	B551	2
315780	B559	1
315780	B651	4
315780	B770	2
315790	A279	1
315790	A90	7
315790	B551	1
315790	B552	1
315800	A90	1
315830	B383	1
315880	A90	1
315890	A91	1
315890	B551	1
315895	A90	11
315895	A91	3
315895	B651	1
315895	B690	1
315930	A90	1
315935	A309	1
315935	A90	1
315940	A90	1
315950	A90	4
315980	A90	15
315990	A90	4
315990	A91	1
316010	A90	1
316010	B559	1
316030	A90	3
316040	A90	58
316040	A91	3
316040	B680	1
316045	A90	1
316045	B550	2
316050	A90	2
316080	A90	1
316080	B49	1
316100	A90	1
316100	B417	1
316100	B419	1
316105	A90	1
316105	B659	1
316110	A90	1
316110	B440	1
316110	B550	4
316130	B417	1
316130	B552	1
316140	A90	1
316150	A90	2
316160	A90	3
316160	B690	1
316170	A90	4
316200	A90	5
316200	B92	1
316210	A309	1
316210	A90	4
316220	A90	1
316240	A300	1
316240	A90	7
316240	B552	1
316240	B573	1
316245	B551	2
316245	B572	1
316250	A279	1
316250	A90	5
316250	B450	1
316255	A90	1
316260	A90	1
316265	A90	1
316265	B551	1
316270	A90	2
316270	B551	2
316280	B370	1
316290	B573	1
316292	A303	1
316292	A309	1
316292	A90	13
316292	A91	3
316292	B488	1
316292	B550	1
316295	A90	2
316330	A90	1
316340	B658	1
316390	A279	1
316400	A90	3
316400	B402	2
316400	B419	1
316420	A90	2
316420	B550	1
316420	B573	1
316447	B400	2
316470	A90	2
316470	A91	1
316550	A90	1
316553	A90	1
316553	A91	1
316553	B550	1
316553	B559	1
316555	B379	1
316555	B839	1
316560	A90	1
316600	B699	1
316660	B551	1
316670	A90	1
316680	A90	1
316695	B417	1
316720	A300	1
316720	A309	1
316720	A90	26
316720	A91	4
316720	B550	1
316720	B551	1
316720	B573	1
316720	B659	1
316740	B369	1
316760	A279	1
316760	B371	1
316760	B787	1
316770	A90	1
316800	A90	1
316800	B659	1
316820	A90	3
316850	A90	1
316860	A90	45
316860	A91	29
316860	B488	1
316860	B573	2
316870	A90	20
316870	A91	6
316870	B389	1
316870	B419	1
316905	B559	1
316920	A90	13
316930	A90	72
316930	A91	1
316930	B359	1
316930	B368	1
316930	B369	1
316930	B382	2
316930	B488	3
316930	B49	1
316930	B551	3
316935	A279	1
316935	A90	2
316935	B49	1
316940	A309	1
316940	A90	13
316950	A91	1
316960	A90	31
316960	A91	7
316970	A309	2
316970	A90	7
316990	A279	1
316990	A308	1
316990	A90	81
316990	A91	1
316990	B382	1
316990	B402	2
316990	B551	2
317000	B559	1
317005	A90	2
317005	B371	1
317010	A309	2
317010	A90	49
317010	A91	5
317010	B399	1
317010	B417	2
317010	B418	1
317010	B450	1
317010	B550	1
317010	B551	2
317010	B552	1
317010	B571	1
317010	B690	1
317010	B770	1
317020	A305	2
317020	A308	1
317020	A309	2
317020	A90	42
317020	A91	13
317020	B370	1
317020	B371	3
317020	B402	1
317020	B417	1
317020	B419	2
317020	B460	1
317020	B49	1
317020	B550	3
317020	B551	2
317020	B571	5
317020	B572	1
317020	B573	1
317020	B690	4
317040	A90	9
317040	B559	1
317040	B690	2
317043	A90	18
317050	A90	1
317050	B441	1
317052	B550	1
317052	B551	1
317057	A279	1
317057	A90	2
317070	A279	1
317070	A308	1
317070	A90	26
317070	B408	1
317070	B479	2
317070	B92	1
317075	A90	1
317080	A309	1
317080	A90	31
317080	A91	2
317080	B550	1
317090	A90	2
317090	B550	5
317100	A90	36
317107	A90	1
317110	A90	1
317120	A90	38
317120	A91	1
317120	B370	1
317120	B371	1
317120	B394	1
317120	B402	1
317120	B550	8
317120	B559	1
317120	B572	1
317120	B573	1
317130	A90	22
317140	A90	2
317160	A90	7
317160	B690	1
317180	A91	1
317200	A90	10
317200	A91	1
317210	A90	5
330470	A90	1
355030	B359	1
355030	B690	1
150010	A279	7
150010	A90	198
150010	A91	1
150010	B381	1
150010	B550	6
150010	B570	4
150010	B571	1
150010	B829	1
150013	A90	18
150020	A279	1
150020	A90	23
150020	A91	1
150020	B451	1
150020	B550	9
150020	B551	1
150020	B559	3
150020	B575	1
150030	A90	3
150030	B369	1
150034	A90	111
150040	B550	1
150050	B559	1
150060	A90	497
150060	A91	5
150070	A91	1
150070	B400	1
150070	B550	2
150080	A278	3
150080	A279	3
150080	A300	1
150080	A308	1
150080	A90	670
150080	A91	14
150080	B358	1
150080	B451	1
150080	B550	3
150080	B92	1
150085	A90	30
150085	A91	1
150090	A309	1
150090	A90	158
150090	A91	2
150095	A90	1
150100	B460	1
150110	B572	1
150110	B574	1
150110	B779	1
150120	A309	1
150120	A90	1
150120	B550	3
150120	B551	1
150120	B559	1
150125	A90	20
150130	A90	54
150130	A91	9
150130	B550	3
150130	B551	1
150130	B559	9
150130	B770	1
150130	B779	1
150140	A270	6
150140	A278	3
150140	A279	47
150140	A300	3
150140	A302	1
150140	A308	1
150140	A309	6
150140	A90	464
150140	A91	90
150140	B368	2
150140	B371	1
150140	B390	4
150140	B403	1
150140	B410	2
150140	B440	8
150140	B441	3
150140	B450	2
150140	B451	2
150140	B458	1
150140	B460	5
150140	B49	1
150140	B550	10
